id,followers_count,friends_count,screen_name,lang,verified
794741951048413184,6,100,RiciLeakss,nl,false
636034296,11,258,makeuptipseva,en,false
793867901145079809,45,538,BryanmJose,es,false
3173779512,496,49,missygs_,en,false
794724543424331776,18,298,noticiasnotici5,pt,false
794740820914171904,2,14,esteban32123,es,false
794741148858322944,2,62,keitu_evans,en,false
794739158501720065,4,82,AnthooDavid,es,false
794737725798694912,5,37,uzor22bb,en,false
794737997237264384,2,44,fg325377gmail,en,false
794739347299909632,16,100,harvey96x,en,false
794740137242591232,2,52,masalesah17,en,false
385673166,126,405,Soccerboii_,en,false
794737588288491520,2,35,petercarroll958,en,false
786593461776551936,5,137,canache_danny,es,false
794735193122869248,18,139,KarosanidzeS,en,false
2947513774,225,246,Mateussmc10,pt,false
794738610847227904,0,48,jmenjon17,es,false
793380888176316417,2,78,Nguynnhng11,vi,false
794738611274989568,13,153,LamaSukradhoj,en,false
712808537651417088,40,978,jeven_karas,en,false
542855193,112,91,Josh_mcevoy96,en,false
393045798,220,228,RoryBramford,en,false
794737031435976704,6,55,manzeanodekzman,en,false
794736118851833856,10,77,Farhanakhtar672,en,false
794734604049641474,21,134,Ever2401,es,false
327630914,63,554,Mardoqueu_77,pt,false
632109579,24,110,CIChighSchool,en-gb,false
794733659324551168,1,63,parvesparves1,en,false
794733257816473600,1,51,GhizlaneGhazall,ar,false
2869873140,378,356,ThisIzGio,en,false
2436408026,21,199,carlos990412,es,false
794732891901165568,2,69,Josemig05625728,es,false
460345544,913,627,liperoecker,pt,false
794732279352283136,7,143,MdAslam62657883,en,false
794732730495959040,22,196,zibiri_m,en,false
794732480347697152,1,75,adrianaingerso3,en,false
794730506566909952,1,50,morad_belarabi,fr,false
946899379,11,269,mickeymouse_min,th,false
794729197256265729,13,121,ericdasa23,en,false
794731648822681600,0,40,WarenCodi,en,false
794730898545639424,16,224,sanamgaja,en,false
2496472002,9,20,Eddieong1234Ong,en,false
794724741684805632,6,45,PatJoeJodry99,en,false
779941624159674368,10,215,ndaruAlvais,id,false
731168030856609792,107,310,nluitel77,en,false
794717821645234176,10,134,daprince_samuel,en,false
794730081402978304,6,124,wilpazvergara,es,false
794729691533950977,17,86,ikrame03829926,fr,false
792206431206252544,4,82,johnath49705167,en,false
794729546511548417,11,97,ansari_jiyabul,en,false
794537212171919360,12,116,steven_dybala,en,false
794540476816723968,38,195,matyonis,en,false
793961448313647109,3,82,ciaranglynn8,en,false
767180533105356801,1,99,gallardorichar5,es,false
4366453107,18,192,LucasDeSouz2,pt,false
794727013454057472,0,47,habsoli10,en,false
1863963108,10,110,elder2880,pt,false
794726452977684482,4,126,Ronaldjoseac1,es,false
794727024178954240,5,51,ronaldcolque159,es,false
87357875,4,77,Tomtexas999,en,false
794726634934800384,18,185,N_Varapodio,en,false
794726623203495936,10,73,maikelnunesg,pt,false
794724601888653312,0,39,AChakir3,ar,false
2292757310,49,83,Nancyshb,id,false
2510567078,84,52,HansBelaunde,es,false
99827985,603,2201,imagen_sat,es,false
794722959260663808,2,94,laalarconal1,en,false
794726098055659520,2,59,js_khawaja,en-gb,false
794725347816308739,29,96,SabrinSpow,fr,false
794724247721705472,4,46,AnupamD97502247,en,false
716597888462114816,2,111,bow_intira,th,false
770226253118988288,0,39,Jihad16923886,en,false
794723261372305408,9,267,MateoBrignoni8,es,false
794617343028711424,9,40,abdul_haadee,en,false
569414835,247,2073,JhonnyBrallan,es,false
712426346366906368,42,63,thejesus931,es,false
2986163591,66,540,ArongrosoRios,es,false
2537017825,0,36,immehta17,en,false
794721625719513088,0,12,leochanchipan,en,false
72766673,43,319,Sahairuk,en,false
794721992574279680,3,56,Rana31669434,en,false
794721942414782464,1,76,hassan_razzi,fr,false
794699859303530496,19,110,chibuike_D7,en,false
793739907978047488,3,189,Rahmanindirwan,id,false
794721416591634432,0,50,QcbrxL87j5pCtVE,fr,false
794720818538434561,23,95,HadguGebremesk2,en,false
794708466531188736,4,103,Jneves04Victor,pt,false
794720499150426112,2,33,Ahmedib07051241,en-gb,false
794719841143824384,4,45,HaranThamod,en,false
794718774469365760,27,120,Liam_Duffield39,en,false
794406143388975104,28,100,diegouchiha16,es,false
794720306749472768,4,47,mithile27018879,en,false
790134076191584258,2,14,ChanhHT7,vi,false
794598719828070401,12,385,afi_balonk,id,false
794719489044647936,0,21,macmaklikency1,en-gb,false
786055765522087938,5,60,Md_Ameer98,en,false
1056924278,83,232,xKsPrOx,pt,false
4297731027,489,734,DuduFifeiro,pt,false
794719211000041472,1,63,babanwagh9903,en,false
794718900101464064,7,220,Jaclesisleny,pt,false
794719373390974976,1,75,RachidZin10,fr,false
783701512061063168,5,41,Aikins11205597,en,false
794719143706693632,1,21,DontMessWithCCS,en,false
794718703573147648,1,79,Faridbelarbi1,en,false
794532598277996544,3,122,amriyz16,en,false
794718252236701696,5,38,felix21vm,es,false
794717805169868800,1,33,olivergriggs11,en,false
794717854310354945,1,18,qoniyyanurul,id,false
114878580,20,82,leo__522,en,false
794717581039046656,5,101,LeonardoLeosumo,es,false
1578448238,11,37,MonkhouseScott,en,false
805811544,8,165,SonyT486,en,false
794717214880342016,8,10,key09talk19,ja,false
794716814915895296,1,6,fans1_barcelona,es,false
794715743904354305,0,17,zymochofong,zh-CN,false
794717060471332864,10,72,mariosolisbruh,en,false
794716571289681920,8,95,pannu_jaat,en,false
756210202119069696,3,28,manuelegiannini,it,false
3168051632,18,277,swaraganesha,en,false
794716146033459201,0,81,Ahmedfaouzi12,ar,false
794715336985759744,8,94,4142968m,es,false
794716090198802432,1,37,BarrySingleto13,en,false
395815945,223,643,boong1234,th,false
133536303,46,300,FelipeSuarez32,es,false
794714828585783296,5,24,gingerpio,en,false
794712605231349760,5,25,AbdelmomnBarak5,es,false
794715668046352384,3,44,sabm13216,en,false
475414583,2,70,rggenesis,en,false
794712491372806145,1,32,MiljanJovanic,en,false
748019454257270784,50,459,joselito_boy7,es,false
794707821606617088,18,72,tj_dah_yunghanz,en,false
2654000664,31,284,abwaannagiib,en,false
597414943,1350,538,ainm4rdiah,en,false
770708831152250881,17,199,PauloFracalosse,pt,false
794712065462177792,2,34,LopesWalber,pt,false
765345115988561920,16,151,AlexGtzE2003,es,false
794712748416385024,8,229,zin_hlyan,en,false
794425665869053952,2,50,permanarealty,id,false
794712800153112576,3,99,TLmAnh2,vi,false
794712877135335425,6,100,ItsHemdriklamar,en,false
4058970672,2,68,ipedot83,en,false
794711646920839168,4,92,sarahbennett231,en,false
794709069831503873,2,52,BKiiya,en,false
794711380846845953,3,9,MustafaShrbje,ar,false
735633451542536192,564,897,yousefBebo5,ar,false
794706194522902528,30,68,Foki_15,en,false
794709301604548609,3,66,ashlea_brown96x,en,false
794709518819192832,17,299,kevadams99,fr,false
794707001829822464,4,86,gavin_lenihan,en,false
794708852872724480,6,157,ShirleyMell5,pt,false
794708735851696128,1,71,EdwardJugando,es,false
794709012679888896,0,3,meetme696,en,false
794707608678596608,10,92,Esfolklore,es,false
794707882948382720,3,125,Tuliannys29,es,false
794697592085053441,59,394,mohamed_gasmi10,fr,false
794699953008443392,34,242,jeffersonajardo,pt,false
794707963541917696,6,62,ReyberManuel,es,false
794708150385573888,9,77,hamza_elanbi,fr,false
794705718142181376,18,246,pidd_callum,en,false
941053009,25,232,fredthuo,en,false
794708145641836545,3,99,manuelb57949579,es,false
1683294036,5,63,kuyiksco,en,false
794707270038945792,2,61,hollisholbrook3,en,false
794707381066153984,6,49,b39eafeeb70946a,en,false
772389245671641088,54,377,gustanogueira7,pt,false
794707205866012672,8,44,Mills85Tom,en,false
794706611738705920,1,100,danieltwd2,es,false
794706007901532160,3,120,mathirangi,en,false
2580107850,1,107,emillwk1,da,false
794366376379056128,1,45,MuslimZrAbdell,fr,false
780065141538824192,32,132,taylorisemo6,en-gb,false
1319922630,3,25,iAhmd88,en,false
398103558,11,59,iamtang555,en,false
794705126254645248,1,30,morsenasouka,fr,false
794705156730392576,27,214,OmarNadi6,en,false
794704400015036416,16,104,treftic,en,false
703441110656356355,1,23,adiiraw52510991,id,false
794698594402107392,4,95,ibrahim92812,en,false
791893086309904384,1221,483,xxxdavey,en,false
794704633159618560,5,83,larossi_amira,fr,false
794704291713851392,20,135,Aashiqk52598089,en,false
3265647151,12,131,bizkit_diego,es,false
794703788367937537,5,98,dariush3088,fa,false
736116795678072832,17,75,ahmed2000hemza,en,false
794687670710661120,6,58,fed_b1,en,false
4078960594,171,608,ManhasRustam,en,false
1702871082,40,223,tawheed46312300,en,false
741644206221856768,1176,4838,rokshanarahman4,en,false
794701808920731649,4,84,sm210679,id,false
770626915,99501,97607,MaxItMagazine,en,false
794702757877911556,12,183,masonliverpool2,en,false
794702601166135297,7,105,CarlosSanchezYL,es,false
794702291156733952,31,122,usovotacaolg,pt,false
794701694244454400,9,4,CD_ofthe_Galaxy,en,false
742747116544614400,147,508,rolo16676,es,false
1953037712,5,174,AndrewMock91,en,false
794115196474232832,10,109,lester080790,es,false
791033804458692612,7,136,pelle_koko,ar,false
794701327876194304,1,60,Benazzouzdris16,fr,false
794701686677729280,35,147,Snipezz_BaB,en,false
794701973157216256,0,21,kreo1236,no,false
793963101502771200,1,26,OIsaacAkins2,en,false
714471041217613825,15,131,Rajendra_physic,en,false
777747264945004544,95,769,NiroulaNoyam,en,false
794695457964322816,4,59,DavidNg071200,en,false
572592864,8,36,bwembiha,en,false
794698585463889921,22,124,DfsMonsterSean,en,false
794698352709500928,2,24,taraasiobhan,en,false
723057732320780289,326,1769,kahiranisafira9,id,false
794698280684978176,3,99,mouniya_b,fr,false
794690049929576448,26,208,jamie_mcmahon29,en,false
794696758077095937,3,19,npvds,es,false
790001203816128513,21,79,ItzMuradHD,en,false
794522727596036098,7,214,rochikim_a,id,false
792134176510205952,10,178,kleythdebarajas,es,false
794697713300357120,27,174,4600517f1de0475,en,false
794693856658944000,9,245,lucasneto04,pt,false
794697633545719808,3,60,sade_mckinley,en,false
400836214,10,85,eliassantana9,pt,false
748654957474217984,4,69,OtmanTng,fr,false
177306524,196,1909,fantoma1,es,false
2579509824,14,132,alexsoccer16,es,false
3997973307,7,119,york2507,es,false
788114074156539904,71,183,LewisMLomax,en,false
711981096272060416,6,50,c_wilde98,en,false
2803576283,1,24,SarabiaToshiba,es,false
794696050602901504,1,74,YousraAky,fr,false
794695428868599809,5,61,AMchowABDOmoaad,fr,false
794694260423622656,44,131,MohsinTaibi,fr,false
355011256,0,634,gurajosia,en,false
794681508183281664,13,193,PedroAMarchnC2,es,false
794694741224988672,8,108,Yasmeen40595715,en,false
794688257711894528,5,56,derickwambura,en,false
728947834926575617,12,13,Sam_M_96,en-GB,false
794652385264148480,23,197,Ekanemdasilver,en-gb,false
794693841664282624,5,165,Renadaws,en,false
727267841838317568,428,1001,sofi_aball,es,false
794693521147994112,2,70,016f36b0579b4d1,en,false
794694142538420226,7,97,MMustafa6543,en,false
794693566283022336,11,77,jamiemarlowe03,en,false
794693900132818944,3,57,vichoelpri,es,false
794691529852014592,2,90,rhbech2017,fr,false
794692829767409664,7,112,AchuAchu21,en,false
794693144285736960,4,42,ninwbrawn,fr,false
3313847757,21,82,KimSkotnes,nb,false
794693244248539136,1,21,fhjdferjhfd,ar,false
794678351281717248,3,26,RedArro56097425,en,false
794692074352340992,17,92,jack_brimble,en,false
3434636361,18,163,Berna_13s,es,false
794692326820089856,2,71,JesusJa48737462,es,false
793527608579334144,1,8,idoc112,en,false
794570862636609537,3,143,Eduardo76999753,es,false
214244024,6,40,danillo_play,en,false
794691664644308992,6,77,andreagutiakd,es,false
769692477070708737,14,184,Mohamedy01100,ar,false
794690453216038913,6,101,Halima26599865,fr,false
780256384323424256,5,151,joonaskallio90,fi,false
794690862638911488,1,86,Amiralaroussi3,fr,false
790607441956397056,48,534,0771_61,fr,false
794689963275255808,2,11,edholmes102,en,false
794624212816302080,36,277,SemSem71672990,ar,false
794664817789464577,33,188,Kopdap2,en,false
794689030294224896,7,95,thalesnautico,pt,false
794689700464390144,6,96,TobyWoodward4,en-gb,false
4900809311,2,13,MatlaRoberto,en-gb,false
780563197875003392,0,22,Ahmed25405897,fr,false
794682910666326016,4,117,GielBillen,nl,false
794688116791672832,0,51,elabbassihassa,fr,false
794687728399040512,11,64,amami_jones,en,false
613495012,9,101,OumarTraoro37,fr,false
794688276523323392,0,60,farida66994955,fr,false
794688462318346240,31,60,isxmbo,en,false
794688029134913537,6,95,Mourad39603092,fr,false
794688016027648001,1,71,zozozoz55115916,fr,false
794687686720323584,5,101,Boschra_Ab_,fr,false
636175919,6,74,Ahmedhamzaa__,en,false
794683243752816640,3,98,lucasab82,pt,false
794683532513832960,3,116,LiscanoElyan,es,false
202525064,208,118,binalhosni,en,false
794686964008185856,2,91,BelaSC5413,es,false
794686233704284160,0,34,jamelnidal,fr,false
794685828496822272,3,49,gudusumodu,en,false
794685573164388353,0,21,farida40217370,fr,false
794686907125026820,7,203,MAmineBenAbdal4,en,false
794684037201858561,0,6,Rukonkz,en,false
191044077,61,143,freddyjose00,es,false
794685956305678336,31,135,kik_bhija,fr,false
794685873111662600,0,80,araceli_arbour,en,false
794685598711840768,3,72,MirkoTrtic,sr,false
794685813967691777,7,115,jack_astbury,en,false
794685730945662977,5,96,Khaliddahmani54,fr,false
794685673387261952,0,19,hprice344,en,false
794684530225455104,2,12,JordanWhyte11,en,false
794684138280337408,2,12,mrjackoboyle,en,false
794685085203173376,1,50,chloe141993,en,false
794681542568247297,3,35,JesusRi89830846,en,false
1589913386,52,311,BetancoSb,en,false
794685142677778432,4,43,13641Dugan,en,false
794682525645963264,14,106,PhilipsMikel5,en,false
794616038696456193,2,34,cipedaffa,id,false
794683279760834561,4,40,123456789chi,es,false
794684721515155456,5,37,ffionleighton99,en,false
794684536785432577,24,330,l_schovambach,pt,false
794683654295392260,8,120,zineb_arzaz,fr,false
794683382378692608,0,2,RoberthCastil20,es,false
794683644648497160,6,101,HarrisonH_10,en,false
794684130130792448,3,21,Lydiagracehard4,en-gb,false
794652019625693185,20,63,TheLegitLucifer,en,false
794683379463622656,15,194,delwisprimeral,es,false
794680452921643013,10,92,alberto_geymer,es,false
794678452339310592,5,60,CalebJwilson03,en-gb,false
783808994867544064,1,31,Rachid96591566,fr,false
794437918412668928,8,115,Stev17jr,en,false
794682511360192512,4,104,lhadimeziane,fr,false
794682816328040448,9,28,AdiArt1060,en,false
794682716067336193,0,61,HamzaManssar,fr,false
794679275911872513,21,195,Tom918273645,en,false
794682396775944192,0,40,LarbiRguiba2,ar,false
789803111028183040,0,12,ALEXANDERPANG1,zh-cn,false
788816831205244928,23,451,clementbeneteau,fr,false
794681737318199296,8,80,demomoo1234,de,false
794682349661339649,26,133,harriso86085651,en,false
794682056789913600,43,264,CinerSammy,tr,false
794681285209976832,0,22,Stuarcruz3,es,false
864798432,135,174,kaldikboyle,tr,false
794681127399264257,34,257,rashsupreme,en,false
794680624653238272,16,163,MatthewB132,en,false
794675911773814785,68,294,onizuka4kh,fr,false
794681045203488768,18,106,theusthug17,pt,false
794680811727503360,11,61,quinn3_reagan,en,false
794677385845231617,1,25,JasonHuston5,en-gb,false
794101815927312385,1784,15,thisandthatfc10,en,false
794680360747601920,1,108,AcevMariela,es,false
791422730537168896,13,128,PaulRhinoRyan1,en,false
65405453,23,52,yasipapa,ja,false
794680539424976896,7,97,McghieCraig,en-gb,false
769722407456272384,44,796,Tarekkh05695275,ar,false
794680367311622144,10,85,jaypatterson09,en,false
794680240094199808,9,59,Miladho4854,en,false
794679941082267648,7,83,fizayokola_wt17,en,false
794679533752451072,3,39,LewisDevenney2,en,false
794673698301218816,0,8,HttpsReza,en,false
794667252293529601,2,49,YanViei23891861,pt,false
781481793233059840,4,26,Moham373704131,en,false
794679301362814976,7,98,BobS40503653,en,false
794679264692019200,14,97,ryry14032005,en,false
2338910008,97,366,yanivsegev18,he,false
794632964642639872,1,16,PasaPacha,tr,false
764898517672300544,0,22,daliver71,ja,false
794678452670459904,14,142,PritamC64604962,en,false
4699241780,20488,21757,SnakeCharmer420,en,false
794678343694249985,0,40,HayleyChappell8,en-gb,false
749081582749814784,36,132,EminenceEmeka,en,false
791262827738791936,68,368,AngeloSidneyVi1,en,false
794677255943454720,6,83,ridarida_hicham,fr,false
794678338380005376,8,69,calplayer123,en-gb,false
794674077218770944,8,112,4BmicaSV2c8uRZS,es,false
794678258503557121,5,81,LindsayFish5,en,false
3073296138,4186,37,BuddhiSudrajat,en,false
794677488613998592,12,79,dannyrich3012,en,false
767428359257219072,14,108,DEDE1993M,en,false
1449724447,89,121,PaddockNi,en,false
794677450592686080,2,67,kazzitaha07,fr,false
794676338267488256,1,40,isaac11133546,en,false
781298377908707328,5,139,geovany_saurim,pt,false
794676955446583297,3,56,ADMINLIVERPOOL,id,false
794657852090511360,2,68,DamanikErick,id,false
794676486225674240,1,40,carinhowell1821,en,false
794676790094655488,3,49,MaddockYve,en,false
781610105892503552,4,111,ngendah1,en,false
794676663204409344,9,78,sarhden,fr,false
737180298274689028,18,93,Tsugi_Yuukimura,id,false
794675554708496384,2,115,ThomasCrothers3,en,false
794676449122930688,1,21,amygosling91,en,false
793378306074836992,14,158,fmalone83,de,false
794676023233220609,21,50,OBorwes,id,false
794675706647019520,5,38,Millapede_,en,false
794674358174306304,0,1,adinux50,fr,false
794675104370200576,9,101,ktm_caleb_199,en,false
794676065872572417,9,54,michael38598698,en-gb,false
2164216804,90,231,suliman_alabbad,en,false
794674352453283840,46,176,theboyceltics,en,false
794675465726423042,0,86,ali86203270,fr,false
701191918529748996,17,187,Abrahamechever7,es,false
794675271630811136,5,256,Nouhachan2,fr,false
794674747191783424,3,57,AmoxRojo,en,false
794674568275304448,3,87,rp681311,es,false
794674407230885888,3,75,dhdholebrook1,en,false
794673137971589120,4,22,muvara_klopp,fr,false
233948267,6,21,mrzinux,fr,false
794674382304116737,3,189,by2006beatrizco,pt,false
794674120311050240,23,32,jamie__sweetman,en,false
781388072156033025,890,2890,upsoccernews,en,false
794671939079942145,1,44,Rosbi9,en,false
794674177231953920,3,48,bensluman18,en,false
794673014604492801,21,89,kagiso_nelly,en,false
2943697703,998,461,kieranbhafc,en-gb,false
718236760858353665,40,229,hbaldwin149,en,false
794673693989502976,12,127,Tazimoha4,fr,false
794655978339860480,34,202,MrsBrodes,en,false
794671821853523968,1,43,Jean86a,pt,false
794502327126196224,2,13,imanfir60,id,false
794673684820664320,11,60,ohhmylo,en,false
794673570559377408,4,69,ach_ramadani,id,false
794673346176749568,7,78,Mayo15Lesley,en,false
484930483,61,275,eaconsuegra,en,false
791743700795789313,26,222,amankwaharmstr2,en,false
794672826049503232,1,99,lhaesin,fr,false
757713280592965632,25,222,JuanSanclemen,es,false
794672570763247616,1,60,josh_boag,en,false
794672437963198468,6,93,hichamdialonde,en,false
794610802129076229,32,470,RaigosaYesid,es,false
794671967832076288,1,40,nichollewis1921,en,false
794651846077861888,13,165,sami303054,en,false
794671534010986496,0,29,jennellhenriks3,en,false
794670932665204736,0,21,Abdobozid1,ar,false
794671154632028160,8,19,N0vaGames3,en,false
794578180212408321,6,152,Kaz_VasiliyLSD,ru,false
794671229848420352,7,99,yenifer_lucena,es,false
794671121576632320,2,73,ahmadviga1,fr,false
794670391893643266,111,825,louisewardale1,en,false
92929518,177,192,hadiiPutra,en,false
767922877702238208,17,245,rafasilvabh13,pt,false
794663559519158272,9,63,midsterlfc,en,false
1975813734,396,2238,reartesgaston74,es,false
794670320863113216,12,183,hollykavanagh91,en,false
794670157113266177,2,23,Rachid72853605,fr,false
794669467972370432,4,125,TorresSobeily19,es,false
794669042732826624,13,130,RayanGh8,fr,false
794669140065878016,3,14,Noth1007,en,false
793456867724976128,9,133,Kalifa88388679,fr,false
794669076266229761,5,118,Juancho11331,es,false
794668622933327872,0,30,HoloMoha,ar,false
794669181337792512,4,94,zhaokai19890207,en,false
794669396014891008,10,121,Evertonfans_78,en-gb,false
794669251990876160,1,46,ronnie_mummyx,en-GB,false
794668141586550784,0,84,Khalil66746651,fr,false
793440995589386240,4,114,chaib_mohameed,fr,false
4915279671,72,386,Juankrew2,es,false
794667366009421824,4,88,Ckhanyisele,en,false
771303299526033409,1,53,ZBakrajo,en,false
420926505,10,135,Nouwz,en,false
794668302555578368,2,21,lzj19921129,zh-cn,false
794667208584597504,1,30,Pchakh1,fr,false
794667778674454532,8,72,mdakrisaod,fr,false
794667906676248576,13,44,YassineLachhab8,fr,false
794668241012527104,7,120,fahdj99,fr,false
794667739667398656,6,99,Makan25205162,fr,false
788338644738334724,7,91,henryvic5,en,false
794666189469454338,3,51,Josep01456,es,false
1428008881,1,222,Adogagisssmikel,en,false
794667232240472064,1,24,hamza_baaj,en,false
794665374319001600,15,66,SlalbilA,ar,false
794666808360009728,10,133,oussama_maache,fr,false
4706802941,32,199,Abed4Basel,en,false
794666344234905601,5,98,ouchenir_amine,en,false
794666491488694272,16,109,cabritinho007,pt,false
794611255982039041,4,183,JoseViz14015846,es,false
794316966630662144,29,172,FearsomeFirmino,en,false
794665454426091520,11,71,Laarbi44281359,ar,false
794666217445457920,17,120,Youssef21829358,ar,false
794666529967263744,2,22,incline_inc,en,false
794664692937555975,32,381,jabir88el,en,false
794665961760653314,1,22,liku12345,en,false
794665109079621632,2,64,GlobalSurfhouse,fr,false
794666154631561216,1,72,lapluit77,fr,false
760558792572559360,6,4,mehmethfz93,en,false
794663047889584128,2,14,ordanita68,en,false
125537832,101,172,ewmooreandco,en,false
793566552465346560,10,163,Restuadhi5,id,false
794665287949881344,2,80,SanaeGeetmaan,fr,false
745589272326070272,101,261,WadAlseir,ar,false
794663771822297092,2,97,yolgerpirela6,es,false
794665759007997952,3,23,onokoko_gedeon,fr,false
794664283812593664,4,182,robinayselmasum,tr,false
794663782786170881,1,86,hanaetagh,fr,false
794664599261941761,0,70,ihssane_loutfi,fr,false
794664140350586881,27,146,nnadisonemma,en,false
794664589459947520,0,66,AdnatiHajar,fr,false
794664464423518209,7,90,mehdihata,fr,false
794663643426201600,0,26,abdi_ahmedyare,en,false
794663240659660802,1,40,adrianlowkalok,en,false
794663346024939520,3,25,cr31149363_cr7,en,false
577657102,505,2380,mixhelp,en,false
2204672832,5,369,TMurape,en,false
794662707404406789,8,104,My_LovelyLittle,en,false
794645572972068864,0,32,ThomasM60978184,en-gb,false
1882205826,3,440,CooDale,de,false
794661672585674752,84,450,oliver2468twist,en,false
2383764273,36,97,4_Choice,en,false
794662868432154624,1,30,katherinaolive4,en,false
794660929506017284,4,96,TeresitaUlloa3,es,false
3289967173,151,2373,_FamilyFortunes,en,false
2851043973,65,187,ByronFelix5,en-gb,false
794591765479165953,11,97,steviej_92,en,false
794662223192985600,12,33,jerrytheberry80,en,false
794659841679749122,13,118,Prince88967720,en,false
794662124085710848,3,42,adnanejazouli,fr,false
794614787657371649,4,36,JamesDarbyshir5,en-gb,false
794661680936525825,2,29,dupuis_madalyn,en,false
794662092871729152,21,207,skoooori,fr,false
794657649484775430,52,342,mac_paean,en,false
794661553865949184,17,226,mills_bradlee,en,false
794660309512388612,2,7,Lunathi_Xotyeni,en,false
1270733839,9,89,RushanLivoreka,en,false
3407220160,29,181,a_allam319,en,false
794661230506078209,1,30,melissadebissc2,en,false
794660461782384640,5,92,le_marocain_212,fr,false
794655172148559874,4,39,abdoessmat2,ar,false
794605416416182273,26,177,LeePetitT0NY,fr,false
1411087308,18,216,Nadim123833,en,false
794660446544465920,0,21,HIDEAWAYRJB,en,false
794660363023302656,6,21,Jamiesm93943127,en,false
794660020000620544,5,109,maiconnoronha1,pt,false
794660267418329089,2,53,pease_claudette,en,false
794659394386587648,10,91,elhouariyouss,fr,false
794660079442096129,10,89,jaidynpowell17,en,false
1558734505,525,491,AM33R_ALI,en,false
794659282679631872,8,44,anghamino,fr,false
794321318778839040,44,428,TataCasino,en,false
794659188341440512,6,107,h_alkrdi,ar,false
794659625366917120,2,61,Lucasarnold699,en,false
794659708003086341,2,21,jonellis90876,en,false
794659251130171393,33,99,marwan_rguibi,fr,false
794658701663674368,5,57,KaanShevket,en,false
794658350810206208,1,30,AmodeKatharyn,en,false
794658694202003456,7,101,Ceguinho01,pt,false
794658742348447744,2,60,ClartixTuto,en,false
794658461044928516,5,119,rohlajs98,cs,false
794658344778797056,0,79,Hicham1231233,fr,false
1973997920,43,463,Dreeqzie_berry,en,false
794658367763529728,0,2,JulieBrookes7,en-gb,false
726616518306467840,14,24,itallootorres5,pt,false
794658319185149952,14,99,diae822007,fr,false
794658261840625664,9,117,DorianAlvarad11,en,false
794650773510647808,12,136,OliverBozinovs1,en,false
794656503873540097,2,28,Alex_MP07,es,false
794657540927787008,2,111,nourdaineoujdi,ar,false
794657828254453765,4,61,ArnoldH84728937,en,false
791216230036283392,4,149,Yusuf1musa,en,false
794657963852070912,17,42,Simo27398705,fr,false
794657357473185792,4,111,DelTouhami,es,false
794656121734754304,2,71,JFarssioui,fr,false
794656032056340480,30,90,CoelhoMiryan,pt,false
794548656296890372,17,278,Dana5Leo,en,false
794657156259807232,2,111,dennisdavis1401,en,false
794652039255097344,3,117,LghafourLhad,fr,false
794656895277613056,29,186,MensahE75434771,en,false
794657025586294785,1,36,AdhamFliyou,fr,false
703204159,1123,2370,niamhkehoe95,en,false
794656858191626240,3,38,MortadaDounia,ar,false
794652604907352064,1,5,AbdullahiSidiq,en,false
